title,published_date,views,likes,comments,category
What does Machiavellian mean?,2024-12-12T17:00:40Z,94753,4960,188,Education
How Do Religious Texts Work?: Crash Course Religions #14,2024-12-10T17:00:16Z,127566,6522,81,Education
What Are the Rules of War? Just War Theory,2024-12-05T17:00:33Z,77430,3509,169,Education
Is Atheism a Religion?: Crash Course Religions #13,2024-12-03T17:00:18Z,178882,9965,45,Education
"Confucianism, Buddhism, and Daoism: Chinese Popular Religion",2024-11-26T17:00:11Z,163253,7705,66,Education
"Identity politics: the good, the bad, and the… hotly contested",2024-11-21T17:00:18Z,73388,3182,74,Education
Religions of the African Diaspora: Crash Course Religions #11,2024-11-19T17:00:42Z,148920,7789,92,Education
What Does Liberalism Mean?,2024-11-14T17:00:40Z,88617,4211,73,Education
The History and Practice of Islam on Earth and Beyond: Crash Course Religions #10,2024-11-12T17:01:02Z,214531,11104,0,Education
"Where Did Democracy Come From, and Does It Still Work?",2024-11-07T17:00:58Z,99925,5350,26,Education
"Sacrifice, Redemption, and Miracles: The Story of Christianity: Crash Course Religions #9",2024-11-05T17:01:04Z,209687,8950,87,Education
Crash Course Political Theory Preview,2024-10-31T16:00:23Z,81831,4557,129,Education
What Does it Mean to Be Jewish: Crash Course Religions #8,2024-10-29T16:00:40Z,253898,10473,0,Education
Can a River Be A Person? | Indigenous Traditions: Crash Course Religions #7,2024-10-22T16:00:09Z,122972,6757,57,Education
"Life, the Universe, and the Buddha: Crash Course Religions #6",2024-10-15T16:00:40Z,221605,10246,158,Education
The Infinite Stories of Hinduism: Crash Course Religions #5,2024-10-08T16:00:40Z,237127,10942,0,Education
What’s the Difference Between Religion and Magic? | Crash Course Religions #4,2024-10-01T16:00:07Z,205547,11640,74,Education
What is the Future of Art?,2024-09-26T16:00:42Z,47570,2407,98,Education
What's the Difference Between Cults and Religion?: Crash Course Religions #3,2024-09-24T16:00:05Z,370328,20159,455,Education
"The Importance of Preserving, Restoring, & Conserving Art",2024-09-19T16:00:52Z,60152,2816,53,Education
How Many Religions Are There?: Crash Course Religions #2,2024-09-17T16:00:25Z,221141,11654,141,Education
Does Defacing Art = Activism?,2024-09-12T16:00:26Z,50904,2628,21,Education
How It All Ends | Crash Course Pods: The Universe #11,2024-09-11T15:01:12Z,50741,1691,228,Education
What Even IS a Religion?: Crash Course Religions #1,2024-09-10T16:00:05Z,249898,15483,310,Education
Why Is Art So Expensive?,2024-09-05T16:00:12Z,52652,2256,44,Education
Making of Crash Course: Live Sound Design with the Team! #Learnathon2024,2024-09-04T18:05:03Z,16832,295,3,Education
Crash Course Religions Preview,2024-09-03T16:00:26Z,241749,18436,812,Education
Is AI-Generated Art Original? (Authenticity & Originality),2024-08-29T16:00:24Z,62098,2831,105,Education
The Future | Crash Course Pods: The Universe #10,2024-08-28T17:30:01Z,41330,1360,109,Education
"Graffiti, Street Art & Murals: What We Learn from Public Art",2024-08-22T16:01:04Z,55042,2259,43,Education
The greenest pasta you’ve ever seen!,2025-03-12T13:22:04Z,92326,6214,85,Lifestyle & Family
How to REALLY chop an onion,2025-02-28T13:48:49Z,327997,16798,68,Lifestyle & Family
The secret to making tofu irresistible,2025-02-21T14:54:07Z,318173,18034,128,Lifestyle & Family
"The truth about ""the perfect partner”",2025-02-12T15:35:28Z,431413,28158,215,Lifestyle & Family
Flakey pastry you MUST try (just 7 ingredients!) 🤤,2025-01-31T13:41:07Z,134973,6636,60,Lifestyle & Family
The BEST fudgiest brownies (egg-free + dairy-free!),2024-12-08T16:24:24Z,168703,8999,252,Lifestyle & Family
One-pot WEEKNIGHT meals | batch-friendly!,2024-11-24T16:06:59Z,430853,16438,266,Lifestyle & Family
The most popular Persian soup (high protein!),2024-11-19T17:40:53Z,593128,29776,299,Lifestyle & Family
Skip the café — make this at home! ☕️💫,2024-11-07T16:22:26Z,283928,15801,104,Lifestyle & Family
The best way to use up leftover rice 🍚,2024-10-20T15:33:03Z,1842553,59593,470,Lifestyle & Family
"The BEST Bakery-Style Chocolate Chip Cookies (egg-free, dairy-free!) 🍪",2024-10-10T15:18:01Z,377977,15408,471,Lifestyle & Family
MEAL PREP | 10 healthy meals in 1 HOUR (+ PDF guide),2024-09-26T15:16:23Z,1047710,37896,881,Lifestyle & Family
10 life lessons (for a healthy mind + body) ✨,2024-09-08T15:19:08Z,563569,31177,1091,Lifestyle & Family
the weirdest coffee combo… that works! 😎,2024-08-30T13:10:31Z,419464,20338,142,Lifestyle & Family
the ultimate CURRY NOODLE SOUP (ft.@RainbowPlantLife),2024-08-18T15:00:06Z,236874,11256,499,Lifestyle & Family
This mindset helped me more than once 💭,2024-08-06T14:27:57Z,2018590,108872,665,Lifestyle & Family
HIGH PROTEIN MEALS | 30g+ protein meals for 30 days!,2024-08-04T15:39:18Z,590933,23915,513,Lifestyle & Family
POTATO SALADS - 3 ways!,2024-06-23T16:09:47Z,363107,19220,337,Lifestyle & Family
the BEST meals 🤤,2024-05-19T15:11:50Z,447261,23536,154,Lifestyle & Family
How to enjoy chopping veggies 🔪🥕,2024-05-01T18:31:07Z,1417831,63557,434,Lifestyle & Family
Why THIS is my favourite cuisine 💛,2024-04-24T15:25:34Z,4818212,195958,1674,Lifestyle & Family
ONE SIMPLE HABIT to improve any relationship ❤️,2024-04-16T15:49:26Z,588663,32664,819,Lifestyle & Family
Your new FAVORITE salad,2024-04-09T14:30:29Z,959483,67679,354,Lifestyle & Family
PASTA perfect for weeknight dinner (plant-based) 🍝,2024-03-28T15:44:35Z,221777,9675,221,Lifestyle & Family
"7-ingredient meals (minimal ingredients, MAX flavor) 7️⃣ 🎉",2024-03-10T16:06:32Z,275769,13500,364,Lifestyle & Family
"Level-up your LUNCH (plant-based, make-ahead, to-go) 🌟",2024-02-25T15:37:47Z,387516,15928,304,Lifestyle & Family
A day in the life (on our road trip adventure!) 🚐🦘,2024-02-11T16:48:04Z,253189,12749,594,Lifestyle & Family
High protein anti-inflammatory noodle soup (aush reshteh) 👩🏻‍🍳,2024-01-28T16:36:51Z,915544,35730,823,Lifestyle & Family
"ONE-POT meals (plant-based, easy, cozy)",2024-01-14T17:06:10Z,484195,19381,467,Lifestyle & Family
Easy NO-BAKE treats (perfect for the holidays) 🎄,2023-12-10T17:11:51Z,316315,16075,329,Lifestyle & Family
Full day of easy home-cooked meals 🎉,2023-11-30T17:01:27Z,575392,20291,6656,Lifestyle & Family
Micro habits that improved my life ✨,2023-11-12T16:07:12Z,1043287,39484,755,Lifestyle & Family
The BEST cucumber salad 🥒,2023-10-29T16:31:28Z,2081903,95012,555,Lifestyle & Family
Become better at talking to people 🗣️,2023-09-28T14:28:05Z,1289680,69686,992,Lifestyle & Family
If I could make only 1 noodle dish for the rest of my life… 🥢,2023-09-10T14:36:06Z,820730,40234,694,Lifestyle & Family
Easy STUDENT recipes (MEAL PREP friendly!) 🍱,2023-08-27T15:27:05Z,755990,31105,377,Lifestyle & Family
"A WEEK IN MY LIFE | cooking, cleaning, and computer disaster 🫣",2023-08-06T13:57:34Z,371439,11629,502,Lifestyle & Family
SLEEP BETTER with these evening snacks 😴,2023-07-18T14:35:11Z,941729,38285,592,Lifestyle & Family
Plant-based MEAL PLANNING | Nourish Method tutorial 🌈,2023-07-01T16:00:42Z,255415,13154,1288,Lifestyle & Family
A full day of easy at-home meals 🍜,2023-06-25T15:48:38Z,615481,22656,5724,Lifestyle & Family
"DAYS IN THE LIFE | home alone, it's just you and me 😉",2023-06-06T15:31:24Z,552028,22330,1126,Lifestyle & Family
15-minute meals when you don’t feel like cooking (8 ingredients or less!),2023-05-21T15:00:32Z,662656,31724,441,Lifestyle & Family
How to find meaning (in an fast-changing world 🤖),2023-05-04T14:51:47Z,188514,9841,497,Lifestyle & Family
PANCAKES from around the world (eggless & dairy-free!) 🌎,2023-04-15T14:25:42Z,266870,13184,594,Lifestyle & Family
Master SPICES & HERBS (antioxidant powerhouses!) 🌶️🌿,2023-03-30T14:41:39Z,232086,12582,356,Lifestyle & Family
The biggest barrier to happiness + success 🫠,2023-03-07T17:07:15Z,470493,22403,606,Lifestyle & Family
3 weeknight DINNER ideas (plant-based!)💡,2023-02-23T16:21:17Z,484210,21041,341,Lifestyle & Family
3 easy BREAKFASTS to keep on REPEAT! ♻️,2023-02-09T15:27:28Z,606940,26040,650,Lifestyle & Family
Life is short (how to spend it wisely) ⏱,2023-01-24T15:02:53Z,1651107,58377,1463,Lifestyle & Family
The ROUTINE that makes me happy & effective ✔️,2023-01-12T17:00:06Z,759416,33368,567,Lifestyle & Family
Flow On The Go - 15 Minute Yoga Practice,2025-03-04T15:00:18Z,189682,7240,274,Lifestyle & Family
Yoga for Your Core | Hands Free,2025-02-22T06:00:07Z,288013,7691,347,Lifestyle & Family
Balloon Breath,2025-02-08T10:00:07Z,137588,3931,238,Lifestyle & Family
Prana - Day 8 Bonus!,2025-01-08T09:00:07Z,270795,8572,1061,Lifestyle & Family
Prana - Day 7,2025-01-07T09:00:14Z,386966,11685,1033,Lifestyle & Family
Prana - Day 6,2025-01-06T09:00:07Z,415215,11416,542,Lifestyle & Family
Prana - Day 5,2025-01-05T09:00:08Z,449185,12695,798,Lifestyle & Family
Prana - Day 4,2025-01-04T09:00:07Z,522483,13860,684,Lifestyle & Family
Prana - Day 3,2025-01-03T09:00:07Z,561765,16057,869,Lifestyle & Family
Prana - Day 2,2025-01-02T09:00:09Z,727400,18991,1106,Lifestyle & Family
Prana - Day 1,2025-01-01T09:00:07Z,1276214,32492,2038,Lifestyle & Family
Intro to Prana 7-Day Yoga Series,2024-12-28T20:46:59Z,131364,6079,154,Lifestyle & Family
Yoga for Digestion - Bija Practice,2024-12-21T10:00:08Z,264428,7657,346,Lifestyle & Family
Prana - A 7 Day Yoga Journey,2024-12-14T09:00:21Z,455026,18340,1008,Lifestyle & Family
Yoga For Seasonal Affective Disorder,2024-12-07T10:00:51Z,375155,9781,460,Lifestyle & Family
Restorative Yoga | Gratitude,2024-11-23T10:00:07Z,252413,6605,371,Lifestyle & Family
Turn The Page Meditation,2024-11-09T11:00:09Z,218717,7318,550,Lifestyle & Family
Yoga For Lizards,2024-10-26T10:00:42Z,326424,12749,1315,Lifestyle & Family
Yoga for Overthinking | 30 Minute Yoga Practice,2024-10-05T18:11:10Z,803600,18775,756,Lifestyle & Family
Morning Mobility Yoga | Wake Up and Stretch!,2024-09-21T05:00:01Z,3095697,53760,1457,Lifestyle & Family
Morning Wake Up Meditation,2024-08-31T05:00:08Z,345053,9172,428,Lifestyle & Family
Healing Yoga Break,2024-08-17T05:00:10Z,931399,16633,682,Lifestyle & Family
Bee Breath | Bhramari Pranayama,2024-08-03T05:00:22Z,268627,7643,540,Lifestyle & Family
Regulate Your Nervous System    #anxiety #panicattack #fightorflight,2024-07-16T19:45:14Z,117200,4619,50,Lifestyle & Family
Regulate Your Nervous System | 15 Minute Yoga Practice,2024-07-13T05:00:07Z,931084,19907,655,Lifestyle & Family
Power And Balance | 30-Minute Yoga Practice,2024-07-01T11:00:07Z,946335,19125,724,Lifestyle & Family
New Moon Yoga,2024-06-16T11:00:04Z,578450,11569,636,Lifestyle & Family
Yoga For Your Calves (and Ankles),2024-06-03T11:00:08Z,475907,10534,540,Lifestyle & Family
Yoga Flow For Beginners |  Intro To Flow,2024-05-20T11:00:07Z,652892,14255,430,Lifestyle & Family
Morning Hip Release | 15 Minute Yoga Practice,2024-05-06T11:00:07Z,1613985,26807,607,Lifestyle & Family
Lower Body Strength | 30 Minute Yoga Practice,2024-04-15T11:00:47Z,682726,13909,423,Lifestyle & Family
Yoga For Abdominal Strength,2024-04-01T11:00:27Z,691524,13806,439,Lifestyle & Family
10 Minute Full Body Stretch,2024-03-11T11:00:42Z,2883649,41778,826,Lifestyle & Family
Chest & Upper Body Opening Flow,2024-03-04T12:00:18Z,735158,15385,657,Lifestyle & Family
Quad Release - 15 minute Yoga Practice,2024-02-19T12:00:22Z,654753,11707,390,Lifestyle & Family
Yoga For Tired Feet - 14 Minute Yoga Practice,2024-02-06T06:00:08Z,407504,9013,378,Lifestyle & Family
Flow - Day 31 - Epilogue,2024-02-01T06:00:03Z,251939,10538,1053,Lifestyle & Family
Flow - Day 30 - Flow,2024-01-31T06:00:09Z,598774,15426,3665,Lifestyle & Family
Flow - Day 29 - Trust,2024-01-30T06:00:20Z,609005,13737,1016,Lifestyle & Family
Flow - Day 28 - Intuit,2024-01-29T06:00:10Z,635909,14157,792,Lifestyle & Family
Flow - Day 27 - Speak,2024-01-28T06:00:01Z,652024,14856,849,Lifestyle & Family
Flow - Day 26 - Open,2024-01-27T06:00:10Z,717639,15064,796,Lifestyle & Family
Flow - Day 25 - Action,2024-01-26T06:00:12Z,666924,14686,859,Lifestyle & Family
Flow - Day 24 - Create,2024-01-25T06:00:01Z,679894,14814,762,Lifestyle & Family
Flow - Day 23 - Root,2024-01-24T06:00:06Z,718087,16028,885,Lifestyle & Family
Flow - Day 22 - Truth,2024-01-23T06:00:09Z,693716,15443,972,Lifestyle & Family
Flow - Day 21 - Curious,2024-01-22T06:00:10Z,735590,15786,1038,Lifestyle & Family
Flow - Day 20 - Inward,2024-01-21T06:00:30Z,814479,17000,995,Lifestyle & Family
Flow - Day 19 - Ride,2024-01-20T06:00:06Z,779138,17287,1104,Lifestyle & Family
Flow - Day 18 - Meditate,2024-01-19T06:00:08Z,620176,14495,813,Lifestyle & Family
"Tech News 1926 || OnePlus 13 Mini, Samsung Gaming XR Headset, POCO F7 Series, Starlink India Etc..",2025-03-14T14:34:06Z,121275,10109,409,Science & Technology
"Tech News 1925 || Vivo X200 Ultra in India, Moto Edge 60 Fusion, Airpods Pro 3 Launch, OPPO F29 Etc",2025-03-13T14:41:06Z,140877,10593,401,Science & Technology
ఇలాంటి వెదవలు ఎక్కువై పోతున్నారు || #prasadtechintelugu #betting Cricket Betting Scams,2025-03-13T10:43:15Z,481388,55175,247,Science & Technology
"Tech News 1924 || Xiaomi 15 Series , Airtel  X JIO X Starlink Satellite internet, Moto Edge 60  Etc.",2025-03-12T14:40:05Z,162213,11576,405,Science & Technology
తక్కువలో  IPL చూడండి 🏏|| JioHotstar2025 subscription at lowest price..#IPL2025 #JioHotstar #JioPlans,2025-03-12T11:22:47Z,508429,51903,2043,Science & Technology
iQOO Neo 10R Unboxing & initial Impressions || Best Gaming Phone Under 25k ? ||,2025-03-11T11:30:13Z,288796,20509,689,Science & Technology
"Tech News 1923 || POCO F7 Pro in India,Realme P3 Series Launch,Instagram Community Chat,Youtube.Etc.",2025-03-10T15:03:02Z,183577,12495,515,Science & Technology
DSLR Camera & Charger అవసరం లేదు || MWC 2025 Highlights || Prasad Tech In Telugu ||,2025-03-08T14:46:18Z,155573,10348,269,Science & Technology
"Tech News 1922 || Google Pixel 9a Launch, iPhone 17 Air leaks ,Realme P3 Ultra, JioHotstar .Etc..",2025-03-07T15:04:55Z,182640,12237,496,Science & Technology
Reels ఇలా కూడా చూడొచ్చా 🫣😂 ? #reels #instagram #instareels #trending  #prasadtechintelugu,2025-03-07T11:14:47Z,494459,58246,258,Science & Technology
"Tech News 1921 || Macbook Air M4 & Mac Studio's Launched, Galaxy Book 5 series & Z Flip 7 Etc",2025-03-06T14:41:54Z,166551,10868,377,Science & Technology
"Tech News 1920 || iPad Air M3 & iPad A16 Launched, Galaxy S25 Edge, OnePlus 13&13R Updates Etc..",2025-03-05T14:45:01Z,179134,12191,470,Science & Technology
"ఫైనల్కెళ్తున్నాం ,కప్పు🏆 కోడుతున్నాం😉||Compare grocery prices😁#Swiggyinstamart  #BigBasket#trending",2025-03-05T10:43:22Z,723640,73008,171,Science & Technology
Nothing Phone 3a Pro & 3a Unboxing & Initial Impressions || ft. Nothing Phone 3a Series || in Telugu,2025-03-04T10:30:31Z,540086,27978,1020,Science & Technology
Samsung Galaxy A56 Unboxing & initial impressions || in Telugu ||,2025-03-03T16:43:03Z,218943,12218,386,Science & Technology
"Tech News 1919 || Xiaomi 15 Series launch,Moto Edge 60 Fusion & Edge 60 Pro,Macbook air M4.Etc..",2025-03-03T14:45:04Z,162715,12196,384,Science & Technology
Lenovo Yoga Slim 7i Aura Edition Unboxing & Initial Impressions || in Telugu ||,2025-03-01T14:50:41Z,79779,5430,213,Science & Technology
iPhone 16e Unboxing & initial impressions || Prasad Tech in Telugu ||,2025-03-01T02:30:22Z,585784,23039,482,Science & Technology
"Tech News 1918 || Apple Upcoming Launches,Z Flip 7,Infinix Trifold,Airtel SA 5G,POCO F7 Launch.Etc..",2025-02-28T14:45:02Z,209025,13861,379,Science & Technology
iPhone ని Telugu భాష లో వాడండి ||#prasadtechintelugu #iphone #18.4update #trending #viralshorts,2025-02-28T10:31:17Z,222405,21732,130,Science & Technology
Upcoming Mobiles in March 2025 || in Telugu,2025-02-27T14:30:43Z,244845,14181,697,Science & Technology
"Tech News 1917 || Samsung Tri Fold,CMF Phone 2,Airtel IPTV Service,Digital Mahakumbh.Etc..",2025-02-26T14:45:00Z,178787,12037,388,Science & Technology
"Tech News 1916  || Realme Ultra DSLR Phone, Pixel 9a , Nothing Phone 3, Champions Trophy Etc.",2025-02-25T14:47:51Z,137599,11423,395,Science & Technology
AI యుద్ధం || Samsung Galaxy AI VS Apple Intelligence || Prasad tech in telugu ||,2025-02-25T09:23:57Z,156276,9137,368,Science & Technology
"Tech News 1915 || Samsung S25 Edge, iPhone 15 Pro Visual Intelligence, Deepfake, Flying Cars.Etc.",2025-02-24T14:45:00Z,236765,14188,386,Science & Technology
Macbook Pro M4 Chip review || in Telugu || Prasadtechintelugu,2025-02-22T14:25:00Z,107463,6258,255,Science & Technology
పోతారు - మొత్తం పోతారు ||  Instagram Reel Sharing New Trick 🫣 || #prasadtechintelugu  #trending,2025-02-22T10:22:08Z,327439,36545,113,Science & Technology
"Tech News 1914 || Oppo Find N5 Launched, iPhone 16e, One UI 7, Muse AI, Google Pay Charges Etc..",2025-02-21T14:48:39Z,179017,12012,403,Science & Technology
"Tech News 1913 || iPhone 16e Launched, Free Grok 3,Circle to search in iPhone, Free Fire VS PUBG Etc",2025-02-20T15:52:51Z,159862,12949,396,Science & Technology
"Tech News 1912 || Nothing Phone 3a, Grok AI 3, Samsung Log Feature, JioTele OS, Mahakubh Scam .Etc..",2025-02-19T15:38:18Z,178633,12147,374,Science & Technology
"Tech News 1911 || Moto Razr 60,OnePlus 13 Mini,Apple Humanoid Robo,Tesla Hiring,Nothing Phone 3a.Etc",2025-02-18T14:52:18Z,172842,12145,379,Science & Technology
మనిష  పశువా 👀 ||  Zomato New Order Schedule Feature || #prasadtechintelugu,2025-02-18T11:20:38Z,461679,59879,107,Science & Technology
realme P3 Pro Unboxing & Impressions || Quad Curve Display 🔥|| 90FPS Gaming ⚡️,2025-02-18T06:50:48Z,252669,13901,358,Science & Technology
"Tech News 1910 || Xiaomi 15 Series Launch Date, OnePlus Magic Cube Key, BSNL 5G, JioHotstar IPL, Etc",2025-02-17T13:44:00Z,193358,12873,407,Science & Technology
vivo V50 Unboxing & Initial Impressions || in Telugu,2025-02-17T07:18:49Z,338904,17585,505,Science & Technology
Best Mobiles Under 25K in Telugu  || Feb 2025 ||,2025-02-15T14:40:03Z,326741,18788,741,Science & Technology
ఆత్రంగా తినకండి🥵#Trending #ViralFood #Food #Foodshort#prasadtechintelugu #viralshorts,2025-02-15T11:29:50Z,297922,31330,128,Science & Technology
"Tech News 1909 || iPhone 16E launch Date, Nothing Phone 3a, JioHotstar Merger, One UI 7 Update Etc..",2025-02-14T14:55:02Z,223877,13158,487,Science & Technology
AI లో లోపాలు || #AI #modi #chatgpt #gemini #grok #metaai #prasadtechtelugu,2025-02-14T10:20:46Z,1127930,96557,551,Science & Technology
"Tech News 1908 || Samsung Galaxy S25 Edge, Realme Neo7 & 7T, Apple TV on Android, JioHotstar Etc",2025-02-13T15:02:35Z,145262,10978,321,Science & Technology
Greenline Prank 🤫 || #prasadtechintelugu #prasadtechshorts #greenline #prank #techshorts,2025-02-13T10:49:26Z,1172285,115775,184,Science & Technology
"Tech News 1907 || Google I/O 2025 Dates, iPhone SE 4, Macbook air M4 launch,Apple Watch,BirdFlu Etc.",2025-02-12T15:00:14Z,248472,14315,396,Science & Technology
"Tech News 1906 || Moto Razr Ultra 2025, OPPO Find N5, OnePlus Watch 3, Galaxy Watch 8 Classic Etc..",2025-02-11T14:49:08Z,151230,10816,501,Science & Technology
"Tech News 1905 || OPPO Find N5 Launch, Moto Razr Ultra, Apple WWDC 2025,  Marriage & CIBIL Etc.",2025-02-10T15:08:38Z,136267,10488,369,Science & Technology
ఉద్యోగస్తుల ప్రథమ లక్ష్యం || solution for Hyderabad Traffic 🚦 || #prasadtechtelugu #techshorts,2025-02-10T10:48:21Z,358897,43307,69,Science & Technology
Oneplus 13 VS iQOO 13 || Prasad Tech in Telugu ||,2025-02-08T14:21:34Z,220643,12367,571,Science & Technology
"Tech News 1904 || iPhone 16E launch, vivo V50, iQOO 12 updates, Zomato & Eternal Etc.",2025-02-07T15:11:54Z,190341,13451,463,Science & Technology
"Tech News 1903 || OPPO Find N5 Launch, OnePlus 13 Mini, Flipkart Promise Protect Fee, Fastag Etc..",2025-02-06T15:04:06Z,177922,11165,342,Science & Technology
iPhone VS Gold ఏది కొనాలి ? 🤔 || #prasadtechtelugu #prasadtechshorts #iphone #gold #tech,2025-02-06T11:06:22Z,427341,50314,734,Science & Technology
"Tech News 1902 || Samsung Galaxy G Fold, Huawei Mate XT , Xiaomi 15 Series, Zepto Car Delivery Etc.",2025-02-05T15:37:33Z,142718,10799,446,Science & Technology
"The Diplomat (Review): High Commission of India, London | John Abraham | Sadia | Shivam | Bhushan K",2025-03-15T09:15:11Z,3665,151,23,Entertainment
"Happy Birthday 😍 #AliaBhatt | Wishing you a year filled with love, success, and endless joy! 🎉💖",2025-03-15T08:32:12Z,7556,259,13,Entertainment
Happiest Birthday to the #OG🔥 Yo Yo Honey Singh😍🔥| #YoYoHoneySingh #YTShortsIndia,2025-03-15T08:18:53Z,5362,846,57,Entertainment
Fauji 2: Naina Bole (Song) | Ankita Lokhande | Shreyas Puranik | Pratibha S | Prashant | Sandeep S,2025-03-15T05:30:04Z,87460,1680,148,Entertainment
"Maa Song- Trending Version (Lyrics) | Aamir Khan, Darsheel | Shankar Mahadevan | Taare Zameen Par",2025-03-14T14:30:12Z,43174,1297,152,Entertainment
"Wo Ladki Hai Kahan - Trending Version (Lyrics) | Dil Chahta Hai | Saif Ali Khan, Sonali Kulkarni",2025-03-14T13:30:22Z,60054,1496,105,Entertainment
RETRO - GULL AINAA (Song) | Suriya | Karthik Subbaraj | Pooja Hegde | Santhosh Narayanan,2025-03-14T10:00:49Z,93940,5525,330,Entertainment
ULTIMATE HOLY PARTY HITS (NON-STOP SONGS) | BOLLYWOOD PARTY SONGS | T-SERIES,2025-03-14T06:30:20Z,44876,612,59,Entertainment
Khushalii Kumar 😍 - Rang Ishq ka 💕 | #Holi #YTShorts,2025-03-14T06:22:38Z,16489,494,25,Entertainment
BOLLYWOOD HOLI PARTY MASHUP NON-STOP | KEDROCK X SD STYLE | NON-STOP DANCE SONGS | HOLI SPECIAL,2025-03-14T05:00:22Z,405669,5441,394,Entertainment
"Balam Pichkari (Circuit Remix): Ranbir, Deepika | Holi Special | Kedrock, SD Style",2025-03-14T03:42:55Z,231944,1709,90,Entertainment
"Balam Pichkari (Remix): Ranbir K, Deepika P |Holi Special |Yeh Jawaani Hai Deewani |DJ Star,DJ Harsh",2025-03-13T15:36:31Z,335153,2556,146,Entertainment
"Honeymoon Title Track - Trending Version (Lyrics) | Gippy G, Jasmine B | Simar Kaur | B Praak, Jaani",2025-03-13T15:01:40Z,8494,191,46,Entertainment
"Highway: Sooha Saaha - Trending Version (Lyrics) | Alia Bhatt | A.R. Rahman, Randeep Hooda",2025-03-13T14:30:01Z,5359,152,38,Entertainment
Yaariyan: Sunny Sunny - Trending Version (Lyrics) | Yo Yo Honey Singh | Neha K | Divya K | Himansh K,2025-03-13T13:31:04Z,66987,5083,459,Entertainment
"The Diplomat (Audio Jukebox): John Abraham | A.R. Rahman | Hariharan | Manan Bhardwaj, Romy, Anurag",2025-03-13T12:00:10Z,39980,1033,83,Entertainment
MANIAC 100M+ VIEWS😍🔥 | YO YO HONEY SINGH | ESHA GUPTA | GLORY | BHUSHAN KUMAR,2025-03-13T11:45:45Z,36227,2752,39,Entertainment
"The Diplomat: Ghar (Full Audio) John Abraham | Anurag Saikia, Varun Jain, Romy | Sadia Khatib",2025-03-13T11:30:07Z,7066,182,19,Entertainment
"The Diplomat: Naina (Full Audio) John Abraham | Varun Jain, Romy, Anurag Saikia, Kausar Munir",2025-03-13T10:59:31Z,4653,132,34,Entertainment
CRAZXY: Chann Ve (Video Song) | Sohum Shah | Gulzar | Sukhwinder Singh | Vishal Bhardwaj | Debarpito,2025-03-13T10:00:07Z,27950,713,90,Entertainment
Artiste: Roye Har Pal Dil Ye - Promo | Santosh | Krisheka | Soniya | Suresh B | James K | Ratanrishi,2025-03-13T09:31:28Z,5819,89,22,Entertainment
Pintu Ki Pappi: Bela Kali (Song) | Shushant | Ganesh Acharya | Narottam | Shafaat Ali | Shiv Hare,2025-03-13T07:30:06Z,1409382,51828,1701,Entertainment
RANG BARSE RELOADED: BOLLYWOOD HOLI MASHUP | NON-STOP DANCE SONGS | DJ SUNNY SINGH UK | T-SERIES,2025-03-13T04:43:55Z,836643,8355,339,Entertainment
"Fashion Ka Jalwa: Trending Version (Lyrical Video) | Priyanka Chopra, Kangana Ranaut|Salim- Sulaiman",2025-03-12T15:46:49Z,13401,255,34,Entertainment
"Jhaanjar - Trending Version (Lyrical Video): B Praak, Jaani, Gippy Grewal, Jasmine Bhasin |Honeymoon",2025-03-12T14:30:22Z,17994,460,55,Entertainment
"GO PAGAL (Remix): Akshay Kumar | Raftaar | Huma | Holi Special | Jolly LLB 2 | Dj Lemon, Dj Star",2025-03-12T13:30:50Z,44265,979,80,Entertainment
Be Happy (Audio Jukebox): Abhishek A Bachchan | Nora Fatehi | Inayat Verma | Harsh Upadhyay,2025-03-12T11:30:39Z,8299,273,35,Entertainment
"Be Happy: Sultana (Remix) (Audio) | Nora Fatehi | Abhishek A Bachchan | Inayat | Sunidhi, Mika Singh",2025-03-12T11:30:14Z,5505,183,35,Entertainment
Be Happy: I Got the Moves (Audio) | Nora Fatehi | Abhishek A Bachchan | Inayat | Harsh Upadhyay,2025-03-12T11:27:59Z,2671,93,22,Entertainment
Be Happy: Dream (Audio) | Nora Fatehi | Abhishek A Bachchan | Inayat | Harsh Upadhyay 10 DREAM,2025-03-12T11:24:46Z,2304,58,12,Entertainment
"Be Happy (Title Track) (Audio) | Abhishek A Bachchan | Nora Fatehi  | Inayat | Harsh, Abhay, Pranav",2025-03-12T11:21:18Z,2670,82,17,Entertainment
Be Happy: Superstar (Kids Version) (Audio) | Abhishek A Bachchan | Nora Fatehi | Harsh Upadhyay,2025-03-12T11:17:28Z,2273,88,21,Entertainment
Be Happy: Praan Pita Ka (Audio) | Abhishek A Bachchan | Kailash Kher |  Inayat | Harsh  | Pranav,2025-03-12T11:13:24Z,2220,61,17,Entertainment
"Be Happy: Mazza Hi Mazza (Audio) | Nora Fatehi | Abhishek A Bachchan | Inayat | Harsh,Sukriti,Pranav",2025-03-12T11:06:58Z,2198,64,13,Entertainment
"Be Happy: Superstar (Audio) | Abhishek A Bachchan | Nora Fatehi | Mika Singh, Harsh,Pranav,Sukriti",2025-03-12T11:02:13Z,3746,182,16,Entertainment
"Be Happy: Mere Papa (Audio) | Abhishek A Bachchan | Inayat | Harsh,Senjuti,Jatinder,Pranav",2025-03-12T10:57:58Z,3622,203,54,Entertainment
